"idencuesta","c01","c02","c03","c04","c05_01","c05_02","c05_03","c05_04","c05_05","c05_06","c05_07","c05_08","c06_01","c06_02","c06_03","c06_04","c06_05","c06_06","c11","c13","c14_01","c14_02","d05_02","d05_04","m0_sexo","m0_edad","m01","m35"
13125023,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,1,62,2,1
13125024,2,3,3,3,4,1,4,1,4,4,3,5,1,1,1,1,1,1,2,1,1,1,4,5,1,48,2,
13125025,2,2,2,3,2,1,5,1,1,4,1,5,1,1,1,4,5,4,2,1,1,3,4,4,1,47,3,2
13125041,4,2,2,2,2,1,3,1,5,3,3,1,,,1,5,5,5,1,2,1,1,2,5,2,21,5,1
13125042,2,1,2,1,2,3,5,2,5,5,5,2,2,5,3,3,5,3,1,1,1,3,3,5,2,19,2,1
13125043,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,,,2,30,5,1
13125045,1,2,2,1,4,1,4,1,1,1,1,4,1,1,1,1,4,4,2,1,1,1,5,5,1,58,1,1
13125046,1,2,2,1,1,1,5,1,3,1,1,2,1,1,1,1,1,1,2,1,1,4,4,5,2,46,3,1
13125048,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,5,5,5,1,58,2,2
13125051,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,71,5,3
13125052,1,2,3,2,2,2,4,3,4,2,1,2,2,2,2,3,3,3,2,4,3,4,4,1,2,58,10,3
13125057,2,1,1,2,3,2,4,2,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,4,2,38,9,3
13125063,1,2,1,2,2,2,3,3,3,3,2,3,1,1,1,4,2,2,2,2,3,4,4,4,2,50,5,3
13125064,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,3,5,4,2,45,2,2
13125066,1,2,2,1,1,1,3,1,1,3,1,1,1,1,1,3,3,1,2,1,1,2,5,4,2,49,5,2
13125067,1,2,2,1,3,1,3,3,1,3,1,3,2,2,2,1,2,2,1,1,1,3,4,5,2,50,3,3
13125068,3,2,2,1,2,2,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,31,7,1
13126013,3,2,2,1,1,1,4,1,2,2,1,2,2,2,1,2,2,2,2,1,2,3,4,4,1,69,7,1
13126015,3,2,1,2,3,1,4,5,1,3,2,4,1,4,1,3,4,4,2,1,3,4,4,5,1,75,3,3
13126022,3,2,2,1,1,1,3,,3,3,1,1,3,1,1,3,3,3,2,1,1,5,3,3,1,59,4,1
13126023,1,2,2,1,3,3,4,3,2,3,2,2,3,3,2,2,2,2,2,1,3,4,5,4,1,45,8,2
13126025,1,2,1,2,1,1,4,1,1,3,1,1,1,1,1,4,4,2,2,1,3,5,5,5,1,51,9,6
13126031,2,3,2,1,2,1,1,3,1,1,1,4,1,1,2,5,5,3,2,5,5,5,4,3,2,22,8,3
13126032,1,2,2,1,2,1,3,2,2,4,2,1,2,1,2,,,,2,5,5,5,4,1,1,24,9,3
13126034,1,,,3,2,2,2,2,1,1,2,3,1,1,2,5,4,3,3,5,5,5,5,2,2,19,8,3
13126035,1,2,2,1,2,1,3,2,2,3,1,1,1,1,1,,,4,1,1,2,3,4,3,2,38,5,2
13127012,3,2,2,1,3,2,3,3,2,4,3,3,1,2,2,4,4,3,2,3,2,3,3,3,1,39,5,1
13127015,2,2,2,1,2,2,4,1,1,3,2,1,2,2,1,4,3,1,1,3,3,4,5,2,1,22,8,3
13127021,1,2,2,1,1,3,5,5,1,3,1,5,1,3,4,3,4,2,2,1,1,1,4,4,2,71,3,1
13127023,1,,,,1,1,2,3,1,1,1,1,1,1,2,1,3,1,2,1,1,5,5,2,1,46,4,1
13127024,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,5,1,2,26,3,3
13127025,,3,3,3,2,1,2,1,1,2,1,2,,,,5,5,4,1,2,2,3,5,1,1,39,4,1
13127031,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,5,2,2,45,7,1
13127032,,3,3,3,1,1,1,1,1,1,1,1,1,1,2,4,,3,1,1,1,1,4,4,1,36,5,1
13127033,1,2,2,3,1,2,4,2,1,1,1,2,2,2,1,4,4,2,2,1,2,4,5,2,2,59,7,3
13127034,,,,,1,1,3,1,1,1,1,1,1,1,1,4,4,1,2,1,3,3,4,1,2,52,2,1
13127035,2,3,3,1,1,2,2,1,1,1,1,1,1,1,1,3,4,3,1,1,1,2,5,3,2,60,5,1
13127041,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,4,5,4,2,1,1,1,5,1,2,57,4,2
13127042,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,2,5,3,2,52,7,1
13127043,4,2,2,1,1,1,3,3,1,1,1,3,3,2,1,3,4,3,2,3,5,5,5,5,1,44,5,2
13127044,1,1,1,2,1,1,3,4,2,2,1,2,1,1,3,5,5,5,2,5,5,5,5,5,1,38,9,3
13127053,2,2,2,1,2,1,2,2,2,2,2,1,1,1,3,4,2,3,2,1,4,4,5,5,2,56,7,3
13127054,1,2,2,1,3,2,2,3,2,4,4,3,3,3,2,5,4,4,1,1,1,1,4,5,1,28,7,3
13128013,1,2,3,1,3,1,4,1,1,1,1,1,1,1,1,4,4,2,2,1,1,3,5,5,2,68,3,4
13128014,2,2,2,1,3,1,5,3,3,4,2,3,5,5,5,1,1,1,1,1,1,1,5,5,2,35,5,1
13128015,4,2,2,1,3,3,2,4,1,2,2,2,1,2,2,1,1,1,2,1,3,3,5,2,2,43,4,1
13128016,3,2,2,1,1,1,3,2,1,1,1,2,1,1,1,3,2,3,2,1,1,5,5,5,2,50,5,1
13128022,1,2,1,1,1,1,3,1,1,1,2,1,5,1,1,3,,1,2,1,5,5,4,3,2,64,3,3
13128024,1,2,2,1,1,1,4,3,1,1,1,1,3,2,1,5,5,4,1,1,1,5,4,4,2,39,7,3
13128025,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,5,1,4,2,22,5,2
13128033,1,2,2,1,1,1,4,1,1,4,1,3,1,1,1,1,5,4,2,1,3,4,4,1,2,34,5,3
13128034,,1,2,2,3,1,4,1,1,1,3,1,1,1,1,4,4,4,2,1,1,1,5,5,2,58,4,1
13128035,2,2,2,1,2,1,3,3,3,3,2,3,3,3,3,3,3,3,2,1,1,1,5,5,1,44,5,1
13128041,2,2,2,1,2,2,3,3,2,2,3,2,2,1,1,3,3,3,1,1,1,1,2,3,2,18,8,1
13128043,1,2,1,3,2,1,4,1,2,4,1,2,1,3,1,3,4,4,2,1,2,4,5,2,1,71,4,2
13128044,1,2,2,2,1,1,4,4,1,1,1,4,1,1,1,4,4,4,2,1,1,1,4,5,1,72,2,1
13128051,3,2,2,,1,1,2,1,2,1,1,1,1,1,1,3,3,3,1,1,1,1,5,5,2,21,8,2
13128053,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,4,3,2,46,3,2
13128054,3,1,1,1,2,1,4,3,3,2,2,3,2,2,2,4,4,4,2,2,3,1,5,4,2,29,9,3
13128055,1,2,2,1,2,1,2,1,3,1,1,1,3,1,1,3,3,3,2,1,5,5,5,5,2,56,7,3
13129011,5,2,2,2,4,1,5,3,3,4,1,3,1,1,4,4,5,5,2,4,5,5,5,5,1,31,8,3
13129012,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,5,3,2,1,5,4,5,5,2,55,4,5
13129014,3,2,3,1,3,1,3,3,2,3,1,3,1,2,1,1,3,3,2,1,1,1,5,5,1,55,2,2
13129015,3,2,2,1,3,3,4,3,2,3,3,3,2,3,3,,3,3,2,3,3,3,5,5,2,42,5,1
13129016,1,1,2,2,1,1,3,1,3,3,1,1,1,1,1,4,4,3,2,3,2,4,4,4,1,24,8,3
13129021,5,2,2,1,1,1,3,1,1,3,3,1,1,1,1,1,4,4,2,1,1,3,5,4,2,63,4,3
13129022,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,4,3,2,3,3,5,5,4,1,62,5,2
13129024,2,2,2,1,2,2,3,2,2,3,1,2,1,1,1,4,4,4,2,2,3,3,3,2,2,55,9,2
13129025,2,2,1,1,3,1,2,3,4,3,2,3,1,2,3,3,3,3,2,1,1,3,2,4,1,71,3,3
13129031,1,1,2,2,2,2,2,2,1,1,4,2,2,2,2,4,4,4,2,4,5,5,5,5,2,59,5,2
13129032,2,2,2,1,2,1,4,1,1,2,1,2,1,1,1,3,3,3,2,1,2,4,5,5,2,58,2,4
13129034,4,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,5,5,1,49,5,3
13130012,1,2,2,2,1,1,4,4,1,2,3,2,1,1,1,4,1,1,2,1,1,1,4,2,2,35,8,2
13130014,3,2,2,1,2,1,3,1,1,2,1,1,1,2,1,,2,2,2,1,1,3,5,4,2,74,3,1
13130016,1,2,2,2,1,1,3,2,2,1,1,2,1,1,1,4,4,4,2,4,5,5,5,5,1,33,9,3
13130018,4,1,2,2,4,2,4,3,4,2,2,4,1,1,3,4,4,3,2,3,1,4,5,3,2,53,9,3
13130021,2,2,2,1,2,2,2,2,1,2,2,3,1,1,1,3,5,5,2,5,5,5,5,5,1,62,5,5
13130022,2,2,2,1,2,2,4,3,3,3,3,2,3,2,2,3,3,3,2,2,4,5,4,2,1,62,5,3
13130025,4,1,1,2,4,2,3,4,4,2,4,4,2,2,3,4,4,4,2,5,5,5,5,2,1,58,9,3
13130033,2,2,2,1,2,1,5,5,1,4,2,2,1,1,1,4,4,4,2,4,5,5,5,5,2,52,8,5
13131011,1,2,2,3,1,1,3,2,3,3,1,3,2,2,4,2,,3,1,2,4,4,5,3,1,19,4,1
13131013,4,3,2,3,4,4,4,4,4,4,4,5,1,4,4,5,5,5,2,5,5,5,4,4,1,59,9,4
13131014,1,2,2,3,1,1,2,1,1,1,1,1,1,1,2,4,4,2,1,1,4,4,5,2,1,56,9,3
13131015,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,5,4,4,2,4,4,4,5,3,2,35,5,3
13131016,5,2,1,3,5,2,4,1,4,4,5,5,1,4,3,2,3,4,2,1,4,5,5,4,2,67,3,3
13131018,1,2,2,1,3,1,2,1,1,3,1,1,1,1,1,1,4,4,2,1,1,1,4,4,2,54,5,3
13131021,1,2,2,3,3,2,4,4,3,1,1,3,1,1,3,5,4,4,2,2,3,4,5,5,2,39,8,2
13131022,2,2,2,3,3,2,4,3,2,2,2,2,2,2,2,4,4,4,1,3,3,3,4,3,2,34,4,1
13131023,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,5,4,1,26,5,5
13131024,5,2,2,1,2,1,2,2,2,2,1,3,1,1,1,1,4,2,2,1,1,1,5,5,2,48,5,2
13131025,2,2,2,3,1,1,3,3,2,2,1,2,1,1,1,3,3,3,1,1,2,4,5,4,2,48,7,4
13131026,1,2,2,1,1,1,2,4,1,1,1,1,1,5,1,1,5,4,2,3,3,3,4,4,2,22,4,2
13131033,3,2,2,1,3,3,1,1,1,1,3,3,3,3,3,4,4,4,2,2,3,3,4,4,2,45,2,1
13131036,2,2,2,1,3,1,5,5,2,2,2,2,2,2,2,2,5,5,2,1,3,5,5,5,2,51,7,4
13131038,1,2,2,3,2,2,3,1,2,2,1,4,1,1,1,3,3,1,2,1,1,3,5,5,1,55,2,1
13132015,2,2,2,1,1,2,4,3,3,3,4,4,4,2,1,4,3,3,2,4,3,4,5,5,2,62,10,3
13201011,3,2,2,2,3,3,4,4,4,4,3,2,2,2,2,4,3,4,2,2,1,1,4,3,1,21,8,4
13201012,3,2,2,1,1,2,4,3,1,4,3,2,3,1,1,4,3,2,2,4,4,5,3,3,2,59,9,5
13201013,1,2,2,1,1,1,1,3,1,1,1,1,1,3,2,1,3,3,2,1,3,3,4,4,2,53,10,5
13201017,4,2,2,2,4,2,4,2,1,1,1,4,1,1,3,4,4,4,2,1,1,4,4,4,2,66,5,3
13201025,1,1,2,2,1,1,5,3,1,3,1,3,1,1,1,3,3,3,2,1,3,2,4,4,2,77,9,3
13201034,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,3,3,3,4,3,2,21,6,3
13201035,4,2,2,1,1,1,2,1,1,1,1,2,1,1,1,3,5,3,2,3,3,4,5,4,1,44,7,3
13201037,1,2,2,2,3,1,2,2,1,1,1,3,3,2,1,4,3,3,2,1,1,3,4,2,1,55,4,4
13201043,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,4,4,3,1,1,2,1,5,5,1,27,5,1
13201044,3,1,2,1,3,1,4,1,1,2,3,3,1,1,1,3,3,2,2,2,1,3,3,4,1,51,7,1
13201045,1,2,2,1,3,1,5,5,5,1,2,3,1,1,1,1,3,1,2,2,3,3,4,4,2,25,2,1
13201046,1,2,2,1,3,1,5,2,1,2,3,3,,,,3,,2,2,1,1,5,4,3,2,47,4,1
13201047,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,3,3,4,3,1,37,5,1
13201051,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,2,3,2,2,1,1,2,4,5,2,55,2,1
13201054,2,1,2,1,2,1,1,,1,1,1,5,1,1,1,3,3,2,2,1,2,2,5,5,2,55,4,1
13201055,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,3,4,1,2,1,1,1,4,4,2,25,5,1
13201061,3,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,5,3,2,1,1,5,2,5,2,28,7,2
13201062,3,2,2,2,1,1,3,3,1,1,1,1,1,1,1,3,,1,1,1,1,3,4,4,2,28,5,3
13201063,1,2,1,2,1,1,3,1,1,1,1,4,1,1,1,3,4,3,2,1,2,4,4,4,2,41,6,3
13201064,2,2,2,1,1,1,3,2,1,1,1,1,1,1,1,4,4,4,2,1,2,3,5,2,2,48,2,3
13201071,2,2,3,2,2,1,3,3,3,2,1,3,1,1,1,3,3,3,2,1,1,3,4,4,2,53,4,2
13201074,1,2,2,1,3,1,4,2,1,2,2,4,1,2,1,1,4,1,2,1,3,1,5,3,2,41,5,3
13201075,4,2,2,1,2,1,4,,2,,2,3,,1,1,,3,1,2,1,2,2,4,3,2,48,2,2
13201081,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,4,3,2,1,1,1,4,5,1,51,1,2
13201082,1,2,2,1,2,1,3,3,2,3,2,2,2,3,3,5,4,3,1,3,3,4,4,4,1,26,4,1
13201083,,2,1,2,1,1,3,3,1,1,1,1,,,,3,3,2,2,1,2,4,4,3,1,25,9,3
13201084,4,1,2,2,4,3,4,2,3,4,4,4,1,4,1,3,3,4,2,3,3,2,4,5,1,75,5,3
13201085,1,1,1,2,1,1,3,3,1,3,1,3,,,,3,3,3,2,1,3,3,4,3,2,26,8,2
13201091,3,2,2,2,1,2,4,3,1,3,3,1,2,3,4,4,4,3,1,1,1,2,4,3,1,31,5,2
13201092,1,2,2,1,1,1,4,,2,1,1,1,1,1,1,3,3,3,1,1,2,1,4,1,2,64,2,1
13201093,3,2,2,2,2,3,4,1,2,3,2,1,2,1,2,4,4,4,2,1,1,1,4,5,1,28,8,2
13201096,2,2,2,1,3,2,4,3,3,2,2,4,3,2,1,2,4,2,2,3,3,3,4,2,2,48,6,3
13201097,2,2,1,2,1,1,4,2,3,2,1,1,2,2,1,2,3,2,2,1,2,5,4,5,1,58,5,2
13201102,3,2,2,3,2,,2,4,1,2,2,2,,,3,4,4,3,1,2,1,1,5,4,2,42,6,1
13201103,1,2,2,3,1,1,1,4,1,1,1,1,1,1,1,3,4,2,2,3,3,3,3,4,1,29,7,3
13201104,1,2,2,1,1,1,4,3,1,3,1,2,,1,1,4,4,4,1,1,1,3,5,5,2,26,5,4
13201106,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,3,4,5,5,2,29,7,1
13201111,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,1,1,2,2,2,3,4,1,45,5,1
13201112,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,46,3,
13201114,1,2,2,1,2,1,3,3,1,2,1,1,2,1,1,3,2,3,2,1,3,5,5,4,2,64,5,1
13201115,1,2,2,1,1,1,3,1,2,2,2,2,1,1,2,3,3,3,1,2,2,4,5,5,2,20,6,2
13201122,2,2,2,1,4,3,3,3,3,2,2,4,1,1,4,4,3,3,2,3,3,5,5,5,2,21,8,2
13201123,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,2,1,35,5,1
13201124,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,4,4,2,1,1,3,3,4,3,2,38,3,1
13201125,1,2,2,1,2,2,2,2,1,1,2,4,1,1,1,2,4,3,2,3,4,4,4,3,2,57,4,3
13201126,1,2,1,1,1,1,4,2,2,1,1,1,1,1,1,1,3,3,2,1,1,3,5,4,2,63,2,1
13201131,4,2,1,2,3,3,4,,1,2,1,3,2,2,1,4,5,3,2,1,1,5,4,5,2,46,3,3
13201132,4,2,1,1,3,2,4,2,3,3,2,4,3,3,2,1,2,2,2,1,1,4,4,3,1,53,4,2
13201133,4,3,3,2,1,1,3,4,3,2,2,3,3,3,2,1,5,2,1,1,1,3,4,4,1,21,5,1
13201134,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,5,4,4,1,45,3,1
13201135,4,2,2,1,3,1,3,1,1,1,1,2,1,1,1,5,4,3,1,1,1,5,4,5,2,51,3,1
13201142,1,2,2,1,2,1,3,4,2,1,1,2,2,2,1,3,4,3,2,1,2,3,4,3,2,59,7,2
13201143,4,2,1,2,3,3,3,3,3,3,3,4,2,3,3,2,3,2,2,4,5,5,5,3,1,56,7,3
13201144,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,3,4,4,1,36,5,2
13201145,4,2,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,5,4,5,2,72,3,2
13201146,1,2,2,1,1,1,2,3,2,2,1,1,1,1,1,2,3,3,2,1,2,3,5,3,2,48,7,2
13201151,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,4,4,1,30,5,3
13201155,2,2,2,1,2,2,3,,3,4,2,2,3,2,2,4,3,2,2,3,3,5,5,5,2,56,7,3
13201162,3,2,2,1,2,1,1,1,3,1,1,3,3,3,3,4,5,2,1,1,3,3,1,4,2,23,6,1
13201163,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,1,1,1,1,4,4,2,26,5,2
13201164,3,2,2,1,1,1,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,3,4,5,1,64,2,2
13201165,2,2,1,2,1,1,2,3,2,3,3,1,1,1,2,2,2,3,1,1,3,3,4,3,2,25,5,2
13201166,3,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,32,3,1
13201168,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,3,1,2,2,3,4,4,2,35,4,2
13201174,2,2,2,2,2,2,4,4,1,4,2,2,4,3,3,5,4,4,1,2,4,3,4,5,2,31,6,2
13201175,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,4,4,3,2,1,3,2,5,3,2,56,2,3
13201177,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,4,4,4,2,1,56,4,3
13201182,1,2,2,1,1,1,3,2,2,2,1,2,1,1,1,3,3,2,1,1,1,1,4,4,1,28,6,5
13201183,3,1,1,2,2,1,3,3,1,2,2,3,,,,3,,,2,1,1,3,4,3,2,26,9,3
13201185,1,2,3,2,1,2,4,2,3,2,4,4,1,2,1,2,2,4,2,4,3,2,4,4,2,50,5,2
13201186,1,2,2,1,1,1,2,2,2,3,2,1,1,1,1,3,4,3,2,1,1,1,5,3,2,47,7,3
13201187,5,2,2,1,3,3,4,5,3,3,3,4,1,2,3,4,5,5,2,3,5,5,5,5,2,53,3,1
13301013,2,2,2,1,1,1,3,3,1,1,1,1,3,3,1,1,3,3,2,3,3,5,4,4,2,48,3,3
13301021,1,2,2,1,1,1,4,2,4,4,4,5,1,1,1,1,3,3,1,1,1,4,5,5,1,49,4,3
13301023,2,2,2,1,1,1,2,2,1,1,1,2,1,1,5,1,4,4,2,1,2,4,5,5,1,33,5,3
13301031,1,2,1,2,1,1,1,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,5,5,2,53,4,4
13301032,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,4,4,2,46,5,3
13301033,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,3,3,4,4,2,54,3,3
13301041,1,2,2,1,3,2,3,2,2,2,1,3,1,1,1,3,4,3,2,1,1,3,5,5,2,41,4,3
13301042,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,2,68,2,1
13301043,3,2,2,1,1,1,3,3,1,1,1,1,3,4,1,4,4,3,2,2,1,1,4,2,2,38,5,1
13301051,3,2,2,1,3,3,4,3,1,1,1,3,,,,3,1,1,1,1,1,1,4,2,2,33,8,3
13301053,1,2,2,1,2,1,3,1,3,2,1,3,1,1,1,3,3,1,2,2,3,5,5,5,2,40,9,2
13301061,,2,2,1,3,1,4,1,1,2,1,3,1,1,1,3,3,2,2,1,3,4,5,2,2,54,3,3
13301071,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,4,5,2,2,1,1,2,4,4,2,36,7,2
13301081,3,2,3,1,1,1,3,,3,2,2,2,1,1,2,,4,2,2,1,2,4,5,4,2,56,5,1
13301083,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,1,5,5,5,5,4,1,38,8,5
13301084,1,2,2,2,1,1,4,1,1,1,1,1,2,1,1,4,2,2,2,1,3,4,4,5,2,65,2,3
13301091,2,2,2,1,2,1,2,2,1,3,2,3,1,1,1,3,4,3,1,2,3,4,5,5,2,26,5,1
13301092,4,2,2,1,4,2,4,1,4,4,4,4,5,5,1,5,4,4,2,1,1,1,4,4,2,69,2,1
13301093,3,1,3,3,3,2,2,4,3,2,1,4,1,1,2,5,5,4,2,4,5,5,5,4,2,36,9,5
13301101,1,2,2,1,1,1,4,1,1,1,1,1,5,1,1,3,3,1,2,2,1,3,4,5,2,21,5,1
13301102,4,2,2,1,1,1,4,3,3,3,3,3,1,,1,1,1,1,1,3,1,3,4,3,2,40,5,1
13301103,1,2,2,1,1,1,4,1,1,2,1,1,3,1,1,3,3,1,1,2,1,3,4,3,2,54,6,1
13301112,,2,2,2,,2,4,,,,,3,,,,1,2,1,2,2,4,5,3,2,2,45,4,1
13301113,2,2,3,1,2,1,3,1,1,1,1,4,1,1,1,4,,1,2,1,3,4,4,3,1,67,4,1
13301122,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,4,,2,2,1,1,1,5,3,2,44,2,3
13301132,3,2,2,1,2,1,3,1,1,1,1,2,1,2,2,3,3,2,2,3,2,2,4,4,2,53,3,3
13301133,,2,2,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,4,4,2,55,2,1
13301141,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,2,2,1,1,3,4,5,2,62,2,2
13301142,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,3,3,4,2,2,1,3,3,4,2,67,2,1
13301143,2,2,2,1,3,1,1,1,1,3,3,3,1,1,,2,5,2,2,3,1,4,4,5,2,52,1,1
13301146,1,2,2,1,1,1,1,4,3,3,1,1,3,3,1,4,5,4,2,1,1,1,5,5,2,41,5,3
13301152,1,2,2,1,1,1,4,3,1,1,1,1,1,1,1,3,3,1,1,1,3,3,5,1,1,22,5,1
13301153,2,2,2,1,2,1,3,3,2,2,2,2,2,2,2,4,4,4,1,3,3,5,4,4,1,21,8,2
13301161,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,4,4,4,2,2,2,3,5,4,1,28,9,3
13301163,3,1,3,3,1,1,4,4,2,2,1,2,1,1,2,3,4,2,2,4,3,5,5,4,1,24,8,2
13301171,3,2,2,1,1,1,1,1,1,2,2,1,1,3,2,1,3,2,1,1,1,3,4,5,1,18,2,3
13301172,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,3,3,4,4,2,24,5,1
13301181,2,2,1,1,2,2,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,1,34,2,3
13301182,2,2,2,1,2,1,2,1,4,2,2,4,2,2,2,5,5,3,1,1,3,5,5,5,2,36,4,3
13301183,1,2,2,1,2,2,3,4,3,3,3,3,3,3,3,2,3,2,1,3,3,3,5,5,2,30,4,1
13301191,3,2,2,1,2,1,3,2,4,3,2,2,1,1,1,2,3,2,1,1,1,3,5,5,2,38,5,3
13301193,3,2,2,1,3,1,2,3,2,3,2,1,1,1,1,3,3,3,1,1,3,3,5,5,2,22,5,3
13301196,1,2,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,5,5,5,1,32,4,2
13301203,2,2,1,,1,1,4,3,3,3,1,3,1,1,2,3,3,3,1,1,2,4,4,5,2,43,2,3
13301211,3,2,2,1,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,1,1,3,5,5,2,27,5,3
13301212,3,2,2,1,3,3,4,1,1,4,3,3,3,3,3,2,3,3,2,1,1,1,5,3,1,56,4,1
13301213,3,2,2,2,2,1,3,3,2,3,2,4,1,1,1,2,4,2,2,2,2,4,5,4,1,55,5,2
13301221,1,2,2,1,2,1,4,1,1,2,1,2,1,1,1,4,5,1,2,1,1,1,5,2,2,42,2,1
13301222,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,5,1,2,1,5,5,5,4,2,46,4,3
13301223,2,1,2,1,3,2,4,3,2,3,2,2,2,2,1,3,3,2,2,2,3,3,4,3,1,22,8,3
13301231,3,2,2,1,3,2,2,1,2,2,2,4,1,1,1,1,3,1,2,1,1,5,4,5,2,57,2,1
13301232,3,2,1,2,3,3,4,2,3,2,3,3,,,,1,3,3,2,1,1,3,4,4,2,57,2,2
13301235,5,2,2,1,3,3,5,5,3,2,3,3,3,3,3,3,5,3,2,2,2,3,5,5,2,27,5,1
13301241,1,3,1,1,1,1,2,2,2,3,1,3,1,1,1,2,3,3,2,1,3,3,5,3,2,65,2,1
13301242,1,2,2,1,3,3,5,1,2,1,1,2,1,1,1,3,3,1,2,1,1,2,4,5,2,58,3,1
13301245,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,52,3,2
13301251,3,2,2,1,3,2,3,4,1,3,2,2,2,2,2,4,4,3,2,3,4,4,4,4,2,32,7,3
13401011,1,2,3,2,1,2,4,4,2,2,1,1,,,,3,3,3,2,3,2,1,4,4,2,51,6,2
13401013,1,1,1,2,1,1,4,3,1,1,1,1,1,2,2,3,4,4,1,1,3,2,4,5,1,28,9,2
13401014,3,1,1,2,3,1,4,1,2,3,3,4,1,1,1,3,4,4,2,2,3,3,4,5,1,64,4,3
13401015,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,1,2,5,1,28,6,2
13401021,2,1,1,3,1,1,3,3,1,2,2,1,1,1,1,3,3,3,2,1,1,3,5,5,2,49,9,1
13401022,3,1,1,1,4,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,29,1,1
13401023,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,4,4,2,28,5,1
